Gene,WT_10,WT_12,WT_7,WT_8,mC4_4,mC4_5,mC4_6,mC4_7
ENSMUSG00000092314.1,0,0,0,0,0,0,0,0
ENSMUSG00000109885.1,1,0,0,0,0,0,0,0
ENSMUSG00000096691.1,0,0,0,0,0,0,0,0
ENSMUSG00000092387.1,0,0,0,0,0,0,0,0
ENSMUSG00000092227.1,0,0,0,0,0,0,0,0
ENSMUSG00000092439.2,0,0,0,0,0,0,0,0
ENSMUSG00000070841.5,0,0,0,0,0,0,0,0
ENSMUSG00000092173.1,0,0,0,0,0,0,0,0
ENSMUSG00000096399.1,0,0,0,0,0,0,0,0
ENSMUSG00000092433.1,0,0,0,0,0,0,0,0
ENSMUSG00000091651.3,0,0,0,0,0,0,0,0
ENSMUSG00000092221.1,0,0,0,0,0,0,0,0
ENSMUSG00000090968.2,0,0,0,0,3,4,1,7
ENSMUSG00000092619.1,0,0,0,0,0,0,0,0
ENSMUSG00000092294.1,0,0,0,3,0,1,1,0
ENSMUSG00000094736.2,0,0,0,0,0,0,0,0
ENSMUSG00000090482.3,0,0,0,0,0,0,0,0
ENSMUSG00000092574.4,0,0,1,0,1,0,0,0
ENSMUSG00000096668.1,0,0,0,0,0,0,0,0
ENSMUSG00000090892.2,0,0,0,0,0,0,0,0
ENSMUSG00000070844.11,0,0,0,0,0,0,2,0
ENSMUSG00000053720.4,0,0,0,0,0,0,0,0
ENSMUSG00000092624.2,0,0,0,0,0,0,0,0
ENSMUSG00000092452.1,0,0,0,0,0,0,0,0
ENSMUSG00000092447.1,0,0,0,0,0,0,0,0
ENSMUSG00000094098.3,0,0,0,0,0,0,0,0
ENSMUSG00000092441.1,0,0,0,0,0,0,0,0
ENSMUSG00000090662.3,0,0,0,0,0,0,0,0
ENSMUSG00000092614.2,0,0,0,1,0,0,0,0
ENSMUSG00000092204.1,0,0,0,0,0,0,0,0
ENSMUSG00000092175.1,0,0,0,0,0,0,0,0
ENSMUSG00000090727.2,0,0,0,0,0,0,0,0
ENSMUSG00000092264.1,0,0,0,0,0,0,0,0
ENSMUSG00000091163.4,0,6,0,0,1,2,0,8
ENSMUSG00000092523.1,0,0,0,0,1,0,0,0
ENSMUSG00000096707.2,0,0,0,0,0,0,0,0
ENSMUSG00000110977.1,0,0,0,0,0,0,0,0
ENSMUSG00000092490.7,2,2,0,10,9,22,2,12
ENSMUSG00000092573.1,0,0,0,0,0,0,0,0
ENSMUSG00000090864.11,0,0,0,0,0,0,0,0
ENSMUSG00000109978.1,0,0,0,0,0,0,0,0
ENSMUSG00000092611.2,0,0,0,0,0,0,0,0
ENSMUSG00000096658.3,0,0,0,0,0,0,0,0
ENSMUSG00000092312.1,0,0,0,0,0,0,0,0
ENSMUSG00000095773.3,0,0,0,0,0,0,0,0
ENSMUSG00000092575.2,0,0,0,0,0,0,0,0
ENSMUSG00000092620.1,0,0,0,0,0,0,0,0
ENSMUSG00000092548.1,0,0,0,0,0,0,0,0
ENSMUSG00000066828.5,0,0,0,0,0,0,0,0
ENSMUSG00000092561.1,0,0,0,0,0,0,0,0
ENSMUSG00000092308.3,0,0,0,0,0,0,0,0
ENSMUSG00000096413.2,0,0,0,0,0,0,0,0
ENSMUSG00000092551.3,0,0,0,0,0,0,0,0
ENSMUSG00000092520.1,0,0,0,0,0,0,0,0
ENSMUSG00000090352.3,0,0,0,0,0,0,0,0
ENSMUSG00000092584.1,0,0,0,0,0,0,0,0
ENSMUSG00000096294.1,0,0,0,0,0,0,0,0
ENSMUSG00000096293.2,0,0,0,0,0,0,0,0
ENSMUSG00000093519.3,0,0,0,0,0,0,0,0
ENSMUSG00000109661.1,0,0,0,0,0,0,0,0
ENSMUSG00000090342.2,0,0,0,0,0,0,0,0
ENSMUSG00000110306.1,0,0,0,0,0,0,0,0
ENSMUSG00000094107.1,0,0,0,0,0,0,0,0
ENSMUSG00000092178.2,0,0,0,5,0,0,0,0
ENSMUSG00000094280.1,0,0,0,0,0,0,0,0
ENSMUSG00000093681.1,0,0,0,0,0,0,0,0
ENSMUSG00000110003.1,0,0,0,0,0,0,0,0
ENSMUSG00000095914.1,0,0,0,0,0,0,0,0
ENSMUSG00000110108.1,0,0,0,0,0,0,0,0
ENSMUSG00000096180.2,0,0,0,0,0,0,0,0
ENSMUSG00000094606.8,0,0,0,0,0,0,0,0
ENSMUSG00000109796.1,0,0,0,0,0,0,0,0
ENSMUSG00000058685.7,0,0,0,0,0,0,0,0
ENSMUSG00000091930.2,0,0,0,0,0,0,0,2
ENSMUSG00000093766.1,0,0,0,0,0,0,0,0
ENSMUSG00000043066.5,0,0,0,0,0,0,0,1
ENSMUSG00000093781.2,0,0,0,0,0,0,0,0
ENSMUSG00000093487.2,0,0,0,0,0,0,0,0
ENSMUSG00000109949.1,0,0,0,0,0,0,0,0
ENSMUSG00000110255.1,0,0,0,0,0,0,0,0
ENSMUSG00000110098.1,0,0,0,0,0,0,0,0
ENSMUSG00000034122.17,0,0,0,0,0,0,0,0
ENSMUSG00000107520.1,0,0,0,0,0,0,0,0
ENSMUSG00000046716.7,0,0,0,0,0,0,0,0
ENSMUSG00000118408.1,0,0,0,0,0,0,0,0
ENSMUSG00000030393.8,1416,912,1875,1379,1267,1788,1637,1518
ENSMUSG00000110232.1,0,0,0,0,0,0,0,0
ENSMUSG00000047031.5,0,0,0,0,0,0,0,0
ENSMUSG00000093595.1,0,0,0,0,0,0,0,0
ENSMUSG00000091662.9,0,0,0,0,0,0,0,0
ENSMUSG00000111440.1,0,0,0,0,0,0,0,0
ENSMUSG00000045340.4,0,0,0,0,0,0,0,0
ENSMUSG00000093534.1,0,0,0,0,0,0,0,0
ENSMUSG00000093826.1,17,6,13,14,8,19,9,9
ENSMUSG00000093689.1,0,0,0,0,0,0,0,0
ENSMUSG00000034087.14,0,0,0,0,0,0,0,0
ENSMUSG00000110034.1,0,0,0,0,0,0,0,0
ENSMUSG00000059206.4,0,0,0,0,0,2,0,0
ENSMUSG00000109800.1,0,0,0,0,0,0,0,0
ENSMUSG00000109747.1,0,0,0,0,0,0,0,0
ENSMUSG00000110097.1,0,0,0,0,0,0,0,0
ENSMUSG00000109924.1,0,0,0,0,0,0,0,0
ENSMUSG00000110402.1,0,0,0,0,0,0,0,0
ENSMUSG00000110395.1,0,0,0,0,0,0,0,0
ENSMUSG00000109683.1,0,0,0,0,0,0,0,0
ENSMUSG00000109900.1,0,0,0,0,0,0,0,0
ENSMUSG00000095339.2,0,0,0,0,0,0,0,0
ENSMUSG00000109971.1,0,0,0,0,0,0,0,0
ENSMUSG00000094316.1,0,0,0,0,0,0,0,0
ENSMUSG00000110111.1,0,0,0,0,0,0,0,0
ENSMUSG00000110186.1,0,0,0,0,0,0,0,0
ENSMUSG00000110346.1,0,0,0,0,0,0,0,0
ENSMUSG00000054272.6,0,0,0,0,0,0,0,0
ENSMUSG00000110072.1,0,0,0,0,0,0,0,0
ENSMUSG00000109952.1,0,0,0,0,0,0,0,0
ENSMUSG00000110103.1,0,0,0,0,0,0,0,0
ENSMUSG00000110196.1,0,0,0,0,0,0,0,0
ENSMUSG00000109730.1,0,0,0,0,0,0,0,0
ENSMUSG00000110348.1,1,0,0,1,0,0,0,1
ENSMUSG00000109889.1,0,0,0,0,0,4,0,0
ENSMUSG00000110066.1,0,0,0,0,0,0,0,0
ENSMUSG00000090714.10,0,0,0,0,0,0,0,0
ENSMUSG00000109595.1,0,0,0,0,0,0,0,0
ENSMUSG00000110379.1,0,0,0,0,0,0,0,0
ENSMUSG00000110421.1,0,0,0,0,0,0,1,0
ENSMUSG00000110112.1,0,0,0,0,0,0,0,0
ENSMUSG00000109798.1,0,0,0,0,0,0,0,0
ENSMUSG00000110192.1,0,0,0,0,0,0,0,0
ENSMUSG00000109976.1,0,0,0,0,0,0,0,0
ENSMUSG00000080350.1,0,0,0,0,0,0,0,0
ENSMUSG00000095936.3,0,0,0,0,0,0,0,0
ENSMUSG00000110420.1,0,0,0,0,0,0,0,0
ENSMUSG00000096500.1,0,0,0,0,0,0,0,0
ENSMUSG00000109979.1,0,0,0,0,0,0,0,0
ENSMUSG00000110215.1,0,0,0,0,0,1,0,0
ENSMUSG00000110005.1,0,0,0,0,0,0,0,0
ENSMUSG00000070828.10,0,0,0,0,0,0,0,0
ENSMUSG00000109720.1,0,0,0,0,0,0,3,0
ENSMUSG00000109920.1,0,0,0,0,0,0,0,0
ENSMUSG00000109786.1,0,0,2,0,0,0,0,2
ENSMUSG00000110083.1,0,0,0,0,0,0,0,0
ENSMUSG00000110095.1,0,0,0,0,0,1,0,0
ENSMUSG00000109950.1,0,0,0,0,0,0,0,0
ENSMUSG00000109916.1,0,0,0,0,0,1,0,0
ENSMUSG00000110076.1,0,0,0,0,0,0,0,0
ENSMUSG00000109763.1,0,0,0,0,0,0,0,0
ENSMUSG00000110190.1,0,0,0,0,0,0,0,0
ENSMUSG00000109985.1,0,0,0,0,0,0,3,0
ENSMUSG00000110307.1,0,0,0,0,0,0,0,0
ENSMUSG00000110149.1,0,0,0,0,0,0,0,2
ENSMUSG00000110024.1,0,0,0,0,0,0,0,0
ENSMUSG00000109694.1,0,0,0,0,0,0,0,0
ENSMUSG00000109969.1,0,0,0,0,0,0,0,0
ENSMUSG00000109626.1,0,0,0,0,0,0,0,0
ENSMUSG00000092489.1,0,0,0,0,0,0,0,0
ENSMUSG00000110267.1,0,0,0,0,0,0,0,0
ENSMUSG00000095430.3,0,0,0,0,0,1,0,0
ENSMUSG00000109883.1,0,0,0,0,0,0,0,0
ENSMUSG00000110385.1,0,0,0,0,0,0,1,0
ENSMUSG00000051687.2,1,1,0,0,2,2,3,4
ENSMUSG00000110398.1,0,0,0,0,0,0,0,0
ENSMUSG00000110182.1,0,0,0,0,0,0,0,0
ENSMUSG00000047655.2,0,1,0,0,0,0,0,0
ENSMUSG00000110173.1,0,0,0,0,0,7,0,1
ENSMUSG00000092326.1,0,0,0,0,0,0,0,0
ENSMUSG00000109762.1,0,0,0,0,0,0,0,0
ENSMUSG00000043308.2,0,0,0,0,0,0,0,0
ENSMUSG00000110054.1,0,0,0,0,0,0,0,0
ENSMUSG00000092285.1,0,0,0,0,0,0,0,0
ENSMUSG00000109811.1,0,0,0,0,1,0,0,0
ENSMUSG00000115267.1,0,0,0,0,0,0,1,0
ENSMUSG00000110271.1,0,0,0,0,0,0,0,0
ENSMUSG00000092466.1,0,0,0,0,0,0,0,0
ENSMUSG00000065368.2,4,7,0,6,7,6,13,6
ENSMUSG00000110049.1,0,0,0,0,0,0,0,0
ENSMUSG00000092208.1,0,0,0,0,0,0,0,0
ENSMUSG00000109860.1,0,0,0,0,0,0,0,0
ENSMUSG00000110184.1,0,0,0,0,0,0,0,0
ENSMUSG00000092398.1,0,0,0,0,0,0,0,0
ENSMUSG00000109752.1,0,0,0,0,0,0,0,0
ENSMUSG00000110292.1,0,0,0,0,0,0,0,0
ENSMUSG00000092318.1,0,0,0,0,0,0,0,0
ENSMUSG00000109758.1,0,0,0,0,0,0,0,0
ENSMUSG00000095864.2,0,0,0,1,0,0,0,0
ENSMUSG00000066807.2,15,5,12,18,4,5,4,10
ENSMUSG00000092535.1,0,0,0,0,0,0,0,0
ENSMUSG00000109686.1,0,0,0,0,0,0,1,0
ENSMUSG00000092350.1,0,0,0,0,0,0,0,0
ENSMUSG00000109914.1,0,0,0,0,0,0,0,0
ENSMUSG00000092248.1,0,0,0,0,0,0,0,0
ENSMUSG00000061602.3,0,0,0,1,0,0,1,1
ENSMUSG00000110203.1,0,0,0,0,0,0,0,0
ENSMUSG00000096735.3,1,1,0,2,0,0,1,0
ENSMUSG00000110082.1,0,0,0,0,0,0,0,0
ENSMUSG00000115744.1,0,1,1,0,0,0,1,1
ENSMUSG00000092351.1,0,0,0,0,0,0,0,0
ENSMUSG00000109630.1,0,0,0,0,0,0,0,0
ENSMUSG00000092476.1,0,0,0,0,0,0,0,0
ENSMUSG00000110121.1,0,0,0,0,0,0,0,0
ENSMUSG00000110042.1,0,0,0,0,0,0,0,0
ENSMUSG00000115027.1,0,0,0,0,0,0,0,0
ENSMUSG00000058132.5,1,0,1,0,0,1,0,0
ENSMUSG00000066804.3,0,0,0,0,0,0,0,0
ENSMUSG00000096314.1,0,0,0,0,0,0,0,0
ENSMUSG00000066803.2,0,0,0,0,0,3,0,0
ENSMUSG00000092331.1,0,0,0,0,0,0,0,0
ENSMUSG00000092610.1,0,0,0,0,0,0,0,0
ENSMUSG00000092359.1,0,0,0,0,0,0,0,0
ENSMUSG00000034071.15,368,310,430,379,325,565,464,472
ENSMUSG00000092583.1,0,0,0,0,0,0,0,0
ENSMUSG00000030386.18,877,809,1211,924,1150,1368,1527,1225
ENSMUSG00000030385.4,0,0,0,0,0,0,0,0
ENSMUSG00000081550.1,0,4,4,0,0,0,2,0
ENSMUSG00000110022.1,0,0,0,0,0,0,0,0
ENSMUSG00000096002.2,6,4,0,0,0,0,0,1
ENSMUSG00000082872.1,17,11,7,7,11,12,6,5
ENSMUSG00000096593.2,2,0,0,0,2,0,4,4
ENSMUSG00000117238.1,39,10,56,10,8,18,26,26
ENSMUSG00000091045.9,2,0,3,0,0,0,6,0
ENSMUSG00000090762.2,0,2,9,0,6,5,8,0
ENSMUSG00000098135.1,0,0,0,0,0,0,0,0
ENSMUSG00000110031.1,0,0,0,0,0,0,0,0
ENSMUSG00000070822.5,1233,1055,1700,1172,1042,1404,1611,1339
ENSMUSG00000109594.1,4,0,1,2,4,0,0,0
ENSMUSG00000110124.1,42,48,71,66,56,96,102,93
ENSMUSG00000109724.1,50,51,52,66,63,96,91,103
ENSMUSG00000109925.1,0,0,0,0,0,0,0,0
ENSMUSG00000057894.10,1856,1597,2389,2237,2242,2821,2829,2674
ENSMUSG00000110119.1,1,0,0,0,0,0,0,0
ENSMUSG00000058638.14,842,678,769,752,773,954,1057,937
ENSMUSG00000110320.1,3,13,20,19,22,26,32,18
ENSMUSG00000060397.6,795,576,795,688,834,1126,1087,1087
ENSMUSG00000054715.11,661,609,970,791,890,1217,1216,1119
ENSMUSG00000012848.15,8195,8365,10599,7765,8713,11029,12078,10014
ENSMUSG00000033967.4,79,52,84,101,50,83,59,86
ENSMUSG00000065006.1,0,0,0,0,0,0,0,0
ENSMUSG00000097115.2,8,11,20,4,10,18,2,6
ENSMUSG00000102084.1,0,0,0,0,0,0,0,0
ENSMUSG00000004500.9,900,979,1187,1055,1155,1518,1655,1563
ENSMUSG00000033961.16,614,536,707,613,694,894,846,745
ENSMUSG00000030382.15,6,1,3,4,14,7,16,2
ENSMUSG00000005566.14,8272,7512,9183,7523,7665,11361,11224,9703
ENSMUSG00000049600.8,1594,1407,1997,1679,1627,2224,2306,1999
ENSMUSG00000033916.5,6072,5661,6929,5088,5946,8071,8252,7304
ENSMUSG00000005575.16,7716,6640,8254,6915,8315,10885,9290,9289
ENSMUSG00000030380.17,850,860,1187,916,911,1273,1267,1121
ENSMUSG00000070817.3,0,8,2,0,0,0,8,5
ENSMUSG00000110268.1,0,0,0,0,0,0,0,0
ENSMUSG00000109707.1,0,0,0,0,0,0,0,0
ENSMUSG00000070816.3,0,0,0,1,0,2,0,0
ENSMUSG00000070815.3,0,1,0,0,0,0,0,0
ENSMUSG00000109830.1,0,0,0,0,2,0,0,0
ENSMUSG00000117853.1,0,0,0,3,0,0,0,0
ENSMUSG00000048261.6,0,0,0,0,0,0,0,0
ENSMUSG00000110365.1,0,0,0,0,0,2,0,0
ENSMUSG00000109911.1,0,0,0,0,0,0,0,0
ENSMUSG00000095629.2,0,0,0,0,0,0,0,0
ENSMUSG00000092427.1,0,0,0,0,0,0,0,0
ENSMUSG00000070814.15,1192,880,1306,1080,1133,1592,1464,1476
ENSMUSG00000056394.17,639,644,694,471,421,754,718,662
ENSMUSG00000033847.15,4,8,12,2,10,8,2,12
ENSMUSG00000074547.4,6,2,8,1,4,5,2,2
ENSMUSG00000087915.1,0,0,0,0,0,0,0,0
ENSMUSG00000108293.1,0,0,0,0,0,0,2,0
ENSMUSG00000109929.1,0,0,0,0,0,0,0,0
ENSMUSG00000088361.1,0,0,0,0,0,0,0,0
ENSMUSG00000005649.17,0,0,0,0,0,2,2,2
ENSMUSG00000107945.1,0,0,0,0,0,0,0,0
ENSMUSG00000074378.5,0,0,0,0,0,2,0,0
ENSMUSG00000107687.1,0,0,0,0,2,0,0,2
ENSMUSG00000098644.1,0,0,0,0,0,0,0,0
ENSMUSG00000078800.5,0,0,0,0,0,0,0,0
ENSMUSG00000078799.5,0,0,0,0,0,0,0,0
ENSMUSG00000101532.1,0,0,1,0,0,0,0,0
ENSMUSG00000099400.1,1,1,0,0,1,1,1,0
ENSMUSG00000100468.1,0,0,0,0,0,0,0,0
ENSMUSG00000082586.2,0,0,0,0,0,0,0,0
ENSMUSG00000070811.6,0,0,0,0,0,0,0,0
ENSMUSG00000099901.1,0,1,1,0,0,0,0,0
ENSMUSG00000078798.4,0,0,0,0,0,0,0,0
ENSMUSG00000100660.1,0,0,0,0,0,0,0,2
ENSMUSG00000081982.5,0,0,0,0,0,0,0,0
ENSMUSG00000100566.1,0,0,0,0,0,0,0,0
ENSMUSG00000074377.12,0,0,0,0,0,0,0,0
ENSMUSG00000099596.1,0,1,0,0,1,0,3,0
ENSMUSG00000099744.1,0,0,0,0,0,0,0,0
ENSMUSG00000074375.3,0,0,0,0,0,0,0,0
ENSMUSG00000084102.2,0,0,0,0,0,0,0,0
ENSMUSG00000080705.1,0,0,0,0,0,0,0,0
ENSMUSG00000100378.1,0,0,0,0,0,0,0,0
ENSMUSG00000070810.10,0,0,0,0,0,0,0,0
ENSMUSG00000098354.1,0,0,0,0,0,0,0,0
ENSMUSG00000098506.2,4,4,12,6,0,6,8,8
ENSMUSG00000099216.1,0,0,0,0,0,0,0,0
ENSMUSG00000098782.2,0,0,0,0,0,0,0,0
ENSMUSG00000107673.1,0,0,0,0,0,0,0,0
ENSMUSG00000030378.15,0,0,0,0,0,0,0,0
ENSMUSG00000094156.2,0,0,0,0,0,0,0,0
ENSMUSG00000098290.1,0,0,0,0,0,0,0,0
ENSMUSG00000098741.1,0,0,0,0,0,0,0,0
ENSMUSG00000041596.12,8,4,2,21,5,35,3,10
ENSMUSG00000099242.1,0,0,0,0,0,0,0,0
ENSMUSG00000100586.2,0,0,0,0,0,0,0,0
ENSMUSG00000099055.1,0,0,0,1,0,0,0,0
ENSMUSG00000098520.1,0,0,0,0,0,0,0,0
ENSMUSG00000093773.1,1,4,0,0,2,9,2,6
ENSMUSG00000055942.13,0,0,0,0,0,0,0,0
ENSMUSG00000093665.2,0,0,0,0,0,0,0,0
ENSMUSG00000105566.1,0,0,0,0,0,0,0,0
ENSMUSG00000098330.1,0,0,0,0,0,0,0,0
ENSMUSG00000098508.1,0,0,0,0,0,0,0,0
ENSMUSG00000093549.2,0,0,0,0,0,0,0,0
ENSMUSG00000093664.2,0,0,0,0,0,0,0,0
ENSMUSG00000064977.1,0,0,0,0,0,0,0,0
ENSMUSG00000093584.1,0,0,0,0,0,0,0,0
ENSMUSG00000106552.1,0,0,0,0,0,0,0,0
ENSMUSG00000098309.1,0,0,0,0,0,0,0,0
ENSMUSG00000098564.1,0,0,0,0,0,0,0,1
ENSMUSG00000093736.1,0,0,0,0,0,0,0,0
ENSMUSG00000099198.1,0,0,0,0,0,0,0,0
ENSMUSG00000098469.1,0,0,0,0,0,0,0,0
ENSMUSG00000094555.1,0,0,0,0,0,0,0,0
ENSMUSG00000095998.1,0,0,0,0,0,0,0,0
ENSMUSG00000093509.1,0,0,0,0,0,0,0,0
ENSMUSG00000105505.1,0,0,0,0,0,0,0,0
ENSMUSG00000099056.1,0,0,0,1,0,0,0,0
ENSMUSG00000099087.1,0,0,0,0,0,0,0,1
ENSMUSG00000093567.1,0,0,0,0,0,0,0,0
ENSMUSG00000093707.1,2,0,0,2,1,0,0,0
ENSMUSG00000093770.1,0,0,0,0,0,0,0,0
ENSMUSG00000105094.1,0,0,0,0,0,0,0,0
ENSMUSG00000098382.1,0,0,0,0,0,0,0,0
ENSMUSG00000099298.1,0,0,0,0,0,0,0,0
ENSMUSG00000094416.1,0,0,0,0,0,0,0,0
ENSMUSG00000095952.1,0,0,0,0,0,0,0,0
ENSMUSG00000095974.1,0,0,0,0,0,0,0,0
ENSMUSG00000093623.1,0,0,0,0,0,0,0,0
ENSMUSG00000096414.1,0,0,0,0,0,0,0,0
ENSMUSG00000094412.1,0,0,0,0,0,0,0,0
ENSMUSG00000093961.1,0,0,0,0,0,0,0,0
ENSMUSG00000094967.1,0,0,0,0,0,0,0,0
ENSMUSG00000093940.1,0,0,0,0,0,0,0,0
ENSMUSG00000096797.1,0,0,0,0,0,0,0,0
ENSMUSG00000095922.1,0,0,0,0,0,0,0,0
ENSMUSG00000094243.1,0,0,0,0,0,0,0,0
ENSMUSG00000096439.1,0,0,0,0,0,0,0,0
ENSMUSG00000098404.1,23,26,17,16,29,27,26,38
ENSMUSG00000093727.1,0,0,0,0,0,0,0,0
ENSMUSG00000106582.1,0,0,0,0,0,0,0,0
ENSMUSG00000098561.1,0,0,0,0,0,0,0,0
ENSMUSG00000106616.1,0,0,0,0,0,0,0,0
ENSMUSG00000093554.1,0,0,0,0,0,0,0,0
ENSMUSG00000098744.1,0,0,0,0,0,0,0,0
ENSMUSG00000074369.12,0,0,0,0,0,0,0,0
ENSMUSG00000054310.16,0,0,0,1,0,0,0,0
ENSMUSG00000098278.1,0,0,0,0,0,0,0,0
ENSMUSG00000095274.1,0,0,0,0,0,0,0,0
ENSMUSG00000093913.1,0,0,0,0,0,0,0,0
ENSMUSG00000093397.1,0,0,0,0,0,0,0,0
ENSMUSG00000066772.12,0,0,0,1,2,0,0,0
ENSMUSG00000093421.1,0,0,0,0,0,0,0,0
ENSMUSG00000093719.1,0,0,0,0,0,0,0,0
ENSMUSG00000098861.1,0,0,0,0,0,0,0,0
ENSMUSG00000098386.1,0,0,0,0,0,0,0,0
ENSMUSG00000093513.1,0,0,0,0,0,0,0,0
ENSMUSG00000096381.1,0,0,0,0,0,0,0,0
ENSMUSG00000105898.1,0,0,0,0,0,0,0,0
ENSMUSG00000106346.2,0,0,0,0,0,0,0,0
ENSMUSG00000093420.1,0,0,0,0,0,0,0,0
ENSMUSG00000095116.1,0,0,0,0,0,0,0,0
ENSMUSG00000093683.2,0,0,0,0,0,0,0,0
ENSMUSG00000105314.1,0,0,0,0,0,0,0,0
ENSMUSG00000074366.9,0,0,0,0,0,0,0,0
ENSMUSG00000104759.2,0,0,0,0,0,0,0,0
ENSMUSG00000105410.1,0,0,0,0,0,0,0,0
ENSMUSG00000092576.3,0,0,0,0,0,0,0,0
ENSMUSG00000041583.8,47,45,35,45,21,29,21,39
ENSMUSG00000041578.15,0,0,0,0,0,0,0,0
ENSMUSG00000074365.13,0,0,0,0,0,0,0,0
ENSMUSG00000106050.1,0,0,0,0,0,0,0,0
ENSMUSG00000041571.9,62948,60277,70900,52034,66353,81194,89300,75790
ENSMUSG00000041560.12,3064,2993,4650,3298,3217,4089,3977,3187
ENSMUSG00000080478.1,0,0,0,1,0,0,0,0
ENSMUSG00000093249.2,0,1,0,0,0,0,0,0
ENSMUSG00000074364.6,547,333,359,545,866,701,815,709
ENSMUSG00000070808.4,1102,848,1395,1189,1140,1582,1293,1431
ENSMUSG00000109984.1,0,5,0,4,5,1,0,2
ENSMUSG00000078796.4,26,47,34,42,48,66,48,19
ENSMUSG00000006024.13,22491,18544,23377,19147,20690,30667,27321,26491
ENSMUSG00000006021.5,2287,1867,2826,2159,2344,2990,2626,2629
ENSMUSG00000030376.8,42823,37154,51823,48385,43552,59746,60066,58928
ENSMUSG00000041420.18,1448,1389,1898,1443,1290,1852,1894,1656
ENSMUSG00000006019.15,767,746,971,832,622,1064,910,770
ENSMUSG00000110413.1,0,0,0,0,0,0,0,0
ENSMUSG00000074361.11,24,36,62,14,17,4,86,16
ENSMUSG00000080413.1,0,0,0,0,0,0,0,0
ENSMUSG00000049130.6,38,23,16,25,22,32,60,27
ENSMUSG00000091811.2,1123,1017,1172,1043,1063,1356,1582,1152
ENSMUSG00000041375.18,2938,2588,3550,3225,3375,4424,4219,4112
ENSMUSG00000002083.13,216,260,341,240,264,360,419,202
ENSMUSG00000052833.9,7680,6883,9138,7077,8232,11199,12368,11025
ENSMUSG00000059273.9,5406,4328,5961,5367,5019,6728,6879,6327
ENSMUSG00000110181.1,0,0,0,2,0,0,0,0
ENSMUSG00000109781.1,2,2,4,3,0,2,0,0
ENSMUSG00000109647.1,0,0,0,0,0,0,2,0
ENSMUSG00000019158.9,840,670,1027,827,782,1121,1171,986
ENSMUSG00000001988.9,677,924,1167,887,962,1084,1234,1137
ENSMUSG00000065893.1,3,4,1,2,0,8,0,1
ENSMUSG00000058230.12,23170,18503,26197,21468,22666,31201,29472,30649
ENSMUSG00000099423.1,0,8,0,0,1,0,1,0
ENSMUSG00000101135.1,0,3,0,0,1,0,0,0
ENSMUSG00000100583.6,38,41,46,49,31,45,55,40
ENSMUSG00000108316.1,1,2,0,0,0,0,5,0
ENSMUSG00000101008.1,0,2,1,0,2,1,0,0
ENSMUSG00000064745.1,0,0,0,0,0,0,0,0
ENSMUSG00000108610.1,0,0,1,0,6,4,4,2
ENSMUSG00000108307.1,18,0,17,5,2,9,30,8
ENSMUSG00000078795.2,20,4,9,7,2,2,10,6
ENSMUSG00000108370.1,0,0,0,0,1,0,0,4
ENSMUSG00000108366.1,16,24,25,10,10,22,22,20
ENSMUSG00000007209.4,3,1,2,2,16,8,4,9
ENSMUSG00000008036.11,7881,7936,10190,7919,9252,12463,14312,11559
ENSMUSG00000001918.17,167,247,159,173,278,322,321,234
ENSMUSG00000048920.8,4223,3200,4799,3792,3845,5382,5116,4499
ENSMUSG00000030374.15,26472,22922,33258,25923,26468,36479,36157,32482
ENSMUSG00000041187.16,284,179,283,294,360,409,351,335
ENSMUSG00000097842.2,538,466,547,477,439,514,672,635
ENSMUSG00000078794.4,8084,7432,10178,8267,9474,11993,11340,9808
ENSMUSG00000108671.1,1,2,2,1,3,1,0,6
ENSMUSG00000063594.5,31,7,27,5,34,28,16,35
ENSMUSG00000043017.9,5,4,7,12,19,16,18,13
ENSMUSG00000019370.10,168294,153524,204217,175968,176915,235173,257279,223112
ENSMUSG00000070802.5,27779,28742,35347,32637,26934,38834,39707,34991
ENSMUSG00000064689.1,0,0,0,0,0,0,0,0
ENSMUSG00000041141.7,18421,18391,23603,18676,19911,26903,29831,25477
ENSMUSG00000108348.2,14432,13202,16664,15702,14875,21625,22949,22412
ENSMUSG00000041117.8,339,258,353,411,405,389,416,418
ENSMUSG00000003099.11,11992,10271,12541,10781,12263,17287,16937,16643
ENSMUSG00000004328.15,486,536,648,578,294,521,488,489
ENSMUSG00000108807.1,2,0,0,0,1,1,1,0
ENSMUSG00000066760.12,254,322,309,265,228,376,406,410
ENSMUSG00000108561.1,0,0,0,2,0,0,0,1
ENSMUSG00000108694.1,0,0,0,0,0,1,0,1
ENSMUSG00000053228.12,3,3,2,2,7,10,1,8
ENSMUSG00000108462.1,0,0,0,0,0,0,1,0
ENSMUSG00000023159.8,2,0,0,1,4,1,2,2
ENSMUSG00000108782.1,0,0,5,0,0,4,2,0
ENSMUSG00000108441.1,0,0,0,0,0,0,0,0
ENSMUSG00000096673.1,0,0,0,0,0,0,1,0
ENSMUSG00000094381.1,0,0,0,0,0,0,0,0
ENSMUSG00000108792.1,0,0,0,1,0,0,0,1
ENSMUSG00000108654.1,0,1,0,0,0,1,0,0
ENSMUSG00000108558.1,0,0,0,0,0,0,0,0
ENSMUSG00000108638.1,0,0,2,0,0,0,0,0
ENSMUSG00000008789.10,0,0,0,0,0,1,0,0
ENSMUSG00000063830.5,2,4,9,8,2,16,7,2
